Timestamp,Open,High,Low,Close,Volume,SMA5,SMA20
3975392131,157.28500,157.29400,157.28400,157.29300,29,,
3975392160,157.29300,157.30900,157.29300,157.30900,60,,
3975392220,157.30900,157.33400,157.30900,157.33100,60,,
3975392280,157.33100,157.35100,157.33100,157.34900,60,,
3975392340,157.34900,157.36000,157.33500,157.36000,60,157.32840,
3975392400,157.35900,157.37800,157.35800,157.37600,60,157.34500,
3975392460,157.37500,157.37800,157.35500,157.35600,60,157.35440,
3975392536,157.35900,157.37600,157.35900,157.37500,44,157.36320,
3975392580,157.37700,157.37700,157.36700,157.36900,60,157.36719,
